MONTH,STATE,SEX,AGEGRP,YEAR,PRIMARYCOND,NVISITS
1,Ohio,1,50_59,2014,Strep pharyngitis,29
1,Ohio,1,50_59,2015,Strep pharyngitis,23
1,Ohio,1,50_59,2016,Strep pharyngitis,21
1,Ohio,1,50_59,2017,Strep pharyngitis,42
1,Ohio,1,50_59,2018,Strep pharyngitis,23
1,Ohio,1,60_69,2010,Strep pharyngitis,3
1,Ohio,1,60_69,2011,Strep pharyngitis,4
1,Ohio,1,60_69,2012,Strep pharyngitis,4
1,Ohio,1,60_69,2013,Strep pharyngitis,7
1,Ohio,1,60_69,2014,Strep pharyngitis,4
1,Ohio,1,60_69,2015,Strep pharyngitis,5
1,Ohio,1,60_69,2016,Strep pharyngitis,8
1,Ohio,1,60_69,2017,Strep pharyngitis,10
1,Ohio,1,60_69,2018,Strep pharyngitis,7
1,Ohio,2,00_04,2010,Strep pharyngitis,303
1,Ohio,2,00_04,2011,Strep pharyngitis,511
1,Ohio,2,00_04,2012,Strep pharyngitis,353
1,Ohio,2,00_04,2013,Strep pharyngitis,251
1,Ohio,2,00_04,2014,Strep pharyngitis,230
1,Ohio,2,00_04,2015,Strep pharyngitis,111
1,Ohio,2,00_04,2016,Strep pharyngitis,125
1,Ohio,2,00_04,2017,Strep pharyngitis,227
1,Ohio,2,00_04,2018,Strep pharyngitis,216
1,Ohio,2,05_09,2010,Strep pharyngitis,784
1,Ohio,2,05_09,2011,Strep pharyngitis,1558
1,Ohio,2,05_09,2012,Strep pharyngitis,1016
1,Ohio,2,05_09,2013,Strep pharyngitis,752
1,Ohio,2,05_09,2014,Strep pharyngitis,638
1,Ohio,2,05_09,2015,Strep pharyngitis,308
1,Ohio,2,05_09,2016,Strep pharyngitis,431
1,Ohio,2,05_09,2017,Strep pharyngitis,667
1,Ohio,2,05_09,2018,Strep pharyngitis,563
1,Ohio,2,10_19,2010,Strep pharyngitis,559
1,Ohio,2,10_19,2011,Strep pharyngitis,960
1,Ohio,2,10_19,2012,Strep pharyngitis,755
1,Ohio,2,10_19,2013,Strep pharyngitis,615
1,Ohio,2,10_19,2014,Strep pharyngitis,440
1,Ohio,2,10_19,2015,Strep pharyngitis,249
1,Ohio,2,10_19,2016,Strep pharyngitis,291
1,Ohio,2,10_19,2017,Strep pharyngitis,456
1,Ohio,2,10_19,2018,Strep pharyngitis,429
1,Ohio,2,20_29,2010,Strep pharyngitis,144
1,Ohio,2,20_29,2011,Strep pharyngitis,244
1,Ohio,2,20_29,2012,Strep pharyngitis,208
1,Ohio,2,20_29,2013,Strep pharyngitis,187
1,Ohio,2,20_29,2014,Strep pharyngitis,206
1,Ohio,2,20_29,2015,Strep pharyngitis,114
1,Ohio,2,20_29,2016,Strep pharyngitis,135
1,Ohio,2,20_29,2017,Strep pharyngitis,191
1,Ohio,2,20_29,2018,Strep pharyngitis,168
1,Ohio,2,30_39,2010,Strep pharyngitis,200
1,Ohio,2,30_39,2011,Strep pharyngitis,340
1,Ohio,2,30_39,2012,Strep pharyngitis,220
1,Ohio,2,30_39,2013,Strep pharyngitis,185
1,Ohio,2,30_39,2014,Strep pharyngitis,243
1,Ohio,2,30_39,2015,Strep pharyngitis,112
1,Ohio,2,30_39,2016,Strep pharyngitis,163
1,Ohio,2,30_39,2017,Strep pharyngitis,229
1,Ohio,2,30_39,2018,Strep pharyngitis,230
1,Ohio,2,40_49,2010,Strep pharyngitis,101
1,Ohio,2,40_49,2011,Strep pharyngitis,194
1,Ohio,2,40_49,2012,Strep pharyngitis,137
1,Ohio,2,40_49,2013,Strep pharyngitis,126
1,Ohio,2,40_49,2014,Strep pharyngitis,118
1,Ohio,2,40_49,2015,Strep pharyngitis,75
1,Ohio,2,40_49,2016,Strep pharyngitis,66
1,Ohio,2,40_49,2017,Strep pharyngitis,126
1,Ohio,2,40_49,2018,Strep pharyngitis,100
1,Ohio,2,50_59,2010,Strep pharyngitis,57
1,Ohio,2,50_59,2011,Strep pharyngitis,94
1,Ohio,2,50_59,2012,Strep pharyngitis,81
1,Ohio,2,50_59,2013,Strep pharyngitis,67
1,Ohio,2,50_59,2014,Strep pharyngitis,73
1,Ohio,2,50_59,2015,Strep pharyngitis,29
1,Ohio,2,50_59,2016,Strep pharyngitis,34
1,Ohio,2,50_59,2017,Strep pharyngitis,42
1,Ohio,2,50_59,2018,Strep pharyngitis,61
1,Ohio,2,60_69,2010,Strep pharyngitis,15
1,Ohio,2,60_69,2011,Strep pharyngitis,20
1,Ohio,2,60_69,2012,Strep pharyngitis,17
1,Ohio,2,60_69,2013,Strep pharyngitis,22
1,Ohio,2,60_69,2014,Strep pharyngitis,10
1,Ohio,2,60_69,2015,Strep pharyngitis,11
1,Ohio,2,60_69,2016,Strep pharyngitis,14
1,Ohio,2,60_69,2017,Strep pharyngitis,19
1,Ohio,2,60_69,2018,Strep pharyngitis,12
1,Oklahoma,1,00_04,2010,Strep pharyngitis,145
1,Oklahoma,1,00_04,2011,Strep pharyngitis,282
1,Oklahoma,1,00_04,2012,Strep pharyngitis,241
1,Oklahoma,1,00_04,2013,Strep pharyngitis,60
1,Oklahoma,1,00_04,2014,Strep pharyngitis,103
1,Oklahoma,1,00_04,2015,Strep pharyngitis,99
1,Oklahoma,1,00_04,2016,Strep pharyngitis,103
1,Oklahoma,1,00_04,2017,Strep pharyngitis,68
1,Oklahoma,1,00_04,2018,Strep pharyngitis,86
1,Oklahoma,1,05_09,2010,Strep pharyngitis,258
1,Oklahoma,1,05_09,2011,Strep pharyngitis,519
1,Oklahoma,1,05_09,2012,Strep pharyngitis,325
1,Oklahoma,1,05_09,2013,Strep pharyngitis,84
1,Oklahoma,1,05_09,2014,Strep pharyngitis,196
1,Oklahoma,1,05_09,2015,Strep pharyngitis,201
1,Oklahoma,1,05_09,2016,Strep pharyngitis,184
1,Oklahoma,1,05_09,2017,Strep pharyngitis,83
1,Oklahoma,1,05_09,2018,Strep pharyngitis,183
1,Oklahoma,1,10_19,2010,Strep pharyngitis,167
1,Oklahoma,1,10_19,2011,Strep pharyngitis,300
1,Oklahoma,1,10_19,2012,Strep pharyngitis,232
1,Oklahoma,1,10_19,2013,Strep pharyngitis,65
1,Oklahoma,1,10_19,2014,Strep pharyngitis,133
1,Oklahoma,1,10_19,2015,Strep pharyngitis,171
1,Oklahoma,1,10_19,2016,Strep pharyngitis,148
1,Oklahoma,1,10_19,2017,Strep pharyngitis,88
1,Oklahoma,1,10_19,2018,Strep pharyngitis,176
1,Oklahoma,1,20_29,2010,Strep pharyngitis,35
1,Oklahoma,1,20_29,2011,Strep pharyngitis,70
1,Oklahoma,1,20_29,2012,Strep pharyngitis,71
1,Oklahoma,1,20_29,2013,Strep pharyngitis,10
1,Oklahoma,1,20_29,2014,Strep pharyngitis,38
1,Oklahoma,1,20_29,2015,Strep pharyngitis,34
1,Oklahoma,1,20_29,2016,Strep pharyngitis,34
1,Oklahoma,1,20_29,2017,Strep pharyngitis,23
1,Oklahoma,1,20_29,2018,Strep pharyngitis,39
1,Oklahoma,1,30_39,2010,Strep pharyngitis,45
1,Oklahoma,1,30_39,2011,Strep pharyngitis,75
1,Oklahoma,1,30_39,2012,Strep pharyngitis,76
1,Oklahoma,1,30_39,2013,Strep pharyngitis,19
1,Oklahoma,1,30_39,2014,Strep pharyngitis,54
1,Oklahoma,1,30_39,2015,Strep pharyngitis,63
1,Oklahoma,1,30_39,2016,Strep pharyngitis,56
1,Oklahoma,1,30_39,2017,Strep pharyngitis,29
1,Oklahoma,1,30_39,2018,Strep pharyngitis,45
1,Oklahoma,1,40_49,2010,Strep pharyngitis,17
1,Oklahoma,1,40_49,2011,Strep pharyngitis,33
1,Oklahoma,1,40_49,2012,Strep pharyngitis,46
1,Oklahoma,1,40_49,2013,Strep pharyngitis,10
1,Oklahoma,1,40_49,2014,Strep pharyngitis,22
1,Oklahoma,1,40_49,2015,Strep pharyngitis,35
1,Oklahoma,1,40_49,2016,Strep pharyngitis,42
1,Oklahoma,1,40_49,2017,Strep pharyngitis,25
1,Oklahoma,1,40_49,2018,Strep pharyngitis,25
1,Oklahoma,1,50_59,2010,Strep pharyngitis,15
1,Oklahoma,1,50_59,2011,Strep pharyngitis,30
1,Oklahoma,1,50_59,2012,Strep pharyngitis,13
1,Oklahoma,1,50_59,2013,Strep pharyngitis,7
1,Oklahoma,1,50_59,2014,Strep pharyngitis,18
1,Oklahoma,1,50_59,2015,Strep pharyngitis,14
1,Oklahoma,1,50_59,2016,Strep pharyngitis,16
1,Oklahoma,1,50_59,2017,Strep pharyngitis,13
1,Oklahoma,1,50_59,2018,Strep pharyngitis,24
1,Oklahoma,1,60_69,2010,Strep pharyngitis,5
1,Oklahoma,1,60_69,2011,Strep pharyngitis,8
1,Oklahoma,1,60_69,2012,Strep pharyngitis,4
1,Oklahoma,1,60_69,2013,NA,0
1,Oklahoma,1,60_69,2014,Strep pharyngitis,5
1,Oklahoma,1,60_69,2015,Strep pharyngitis,9
1,Oklahoma,1,60_69,2016,Strep pharyngitis,5
1,Oklahoma,1,60_69,2017,Strep pharyngitis,7
1,Oklahoma,1,60_69,2018,Strep pharyngitis,12
1,Oklahoma,2,00_04,2010,Strep pharyngitis,124
1,Oklahoma,2,00_04,2011,Strep pharyngitis,225
1,Oklahoma,2,00_04,2012,Strep pharyngitis,209
1,Oklahoma,2,00_04,2013,Strep pharyngitis,64
1,Oklahoma,2,00_04,2014,Strep pharyngitis,108
1,Oklahoma,2,00_04,2015,Strep pharyngitis,114
1,Oklahoma,2,00_04,2016,Strep pharyngitis,85
1,Oklahoma,2,00_04,2017,Strep pharyngitis,47
1,Oklahoma,2,00_04,2018,Strep pharyngitis,96
1,Oklahoma,2,05_09,2010,Strep pharyngitis,266
1,Oklahoma,2,05_09,2011,Strep pharyngitis,527
1,Oklahoma,2,05_09,2012,Strep pharyngitis,344
1,Oklahoma,2,05_09,2013,Strep pharyngitis,82
1,Oklahoma,2,05_09,2014,Strep pharyngitis,210
1,Oklahoma,2,05_09,2015,Strep pharyngitis,210
1,Oklahoma,2,05_09,2016,Strep pharyngitis,175
1,Oklahoma,2,05_09,2017,Strep pharyngitis,116
1,Oklahoma,2,05_09,2018,Strep pharyngitis,198
1,Oklahoma,2,10_19,2010,Strep pharyngitis,204
1,Oklahoma,2,10_19,2011,Strep pharyngitis,371
1,Oklahoma,2,10_19,2012,Strep pharyngitis,271
1,Oklahoma,2,10_19,2013,Strep pharyngitis,83
1,Oklahoma,2,10_19,2014,Strep pharyngitis,171
1,Oklahoma,2,10_19,2015,Strep pharyngitis,191
1,Oklahoma,2,10_19,2016,Strep pharyngitis,163
1,Oklahoma,2,10_19,2017,Strep pharyngitis,90
1,Oklahoma,2,10_19,2018,Strep pharyngitis,173
1,Oklahoma,2,20_29,2010,Strep pharyngitis,72
1,Oklahoma,2,20_29,2011,Strep pharyngitis,106
1,Oklahoma,2,20_29,2012,Strep pharyngitis,120
1,Oklahoma,2,20_29,2013,Strep pharyngitis,29
1,Oklahoma,2,20_29,2014,Strep pharyngitis,99
1,Oklahoma,2,20_29,2015,Strep pharyngitis,97
1,Oklahoma,2,20_29,2016,Strep pharyngitis,97
1,Oklahoma,2,20_29,2017,Strep pharyngitis,44
1,Oklahoma,2,20_29,2018,Strep pharyngitis,71
1,Oklahoma,2,30_39,2010,Strep pharyngitis,83
1,Oklahoma,2,30_39,2011,Strep pharyngitis,140
1,Oklahoma,2,30_39,2012,Strep pharyngitis,132
1,Oklahoma,2,30_39,2013,Strep pharyngitis,33
1,Oklahoma,2,30_39,2014,Strep pharyngitis,120
1,Oklahoma,2,30_39,2015,Strep pharyngitis,121
1,Oklahoma,2,30_39,2016,Strep pharyngitis,124
1,Oklahoma,2,30_39,2017,Strep pharyngitis,51
1,Oklahoma,2,30_39,2018,Strep pharyngitis,121
1,Oklahoma,2,40_49,2010,Strep pharyngitis,34
1,Oklahoma,2,40_49,2011,Strep pharyngitis,75
1,Oklahoma,2,40_49,2012,Strep pharyngitis,51
1,Oklahoma,2,40_49,2013,Strep pharyngitis,11
1,Oklahoma,2,40_49,2014,Strep pharyngitis,64
1,Oklahoma,2,40_49,2015,Strep pharyngitis,65
1,Oklahoma,2,40_49,2016,Strep pharyngitis,81
1,Oklahoma,2,40_49,2017,Strep pharyngitis,34
1,Oklahoma,2,40_49,2018,Strep pharyngitis,74
1,Oklahoma,2,50_59,2010,Strep pharyngitis,26
1,Oklahoma,2,50_59,2011,Strep pharyngitis,49
1,Oklahoma,2,50_59,2012,Strep pharyngitis,37
1,Oklahoma,2,50_59,2013,Strep pharyngitis,13
1,Oklahoma,2,50_59,2014,Strep pharyngitis,52
1,Oklahoma,2,50_59,2015,Strep pharyngitis,60
1,Oklahoma,2,50_59,2016,Strep pharyngitis,50
1,Oklahoma,2,50_59,2017,Strep pharyngitis,24
1,Oklahoma,2,50_59,2018,Strep pharyngitis,73
1,Oklahoma,2,60_69,2010,Strep pharyngitis,5
1,Oklahoma,2,60_69,2011,Strep pharyngitis,7
1,Oklahoma,2,60_69,2012,Strep pharyngitis,11
1,Oklahoma,2,60_69,2013,NA,0
1,Oklahoma,2,60_69,2014,Strep pharyngitis,21
1,Oklahoma,2,60_69,2015,Strep pharyngitis,14
1,Oklahoma,2,60_69,2016,Strep pharyngitis,16
1,Oklahoma,2,60_69,2017,Strep pharyngitis,6
1,Oklahoma,2,60_69,2018,Strep pharyngitis,34
1,Oregon,1,00_04,2010,Strep pharyngitis,28
1,Oregon,1,00_04,2011,Strep pharyngitis,44
1,Oregon,1,00_04,2012,Strep pharyngitis,23
1,Oregon,1,00_04,2013,Strep pharyngitis,19
1,Oregon,1,00_04,2014,Strep pharyngitis,16
1,Oregon,1,00_04,2015,Strep pharyngitis,18
1,Oregon,1,00_04,2016,Strep pharyngitis,12
1,Oregon,1,00_04,2017,Strep pharyngitis,12
1,Oregon,1,00_04,2018,Strep pharyngitis,12
1,Oregon,1,05_09,2010,Strep pharyngitis,74
1,Oregon,1,05_09,2011,Strep pharyngitis,96
1,Oregon,1,05_09,2012,Strep pharyngitis,93
1,Oregon,1,05_09,2013,Strep pharyngitis,65
1,Oregon,1,05_09,2014,Strep pharyngitis,77
1,Oregon,1,05_09,2015,Strep pharyngitis,66
1,Oregon,1,05_09,2016,Strep pharyngitis,64
1,Oregon,1,05_09,2017,Strep pharyngitis,35
1,Oregon,1,05_09,2018,Strep pharyngitis,59
1,Oregon,1,10_19,2010,Strep pharyngitis,59
1,Oregon,1,10_19,2011,Strep pharyngitis,109
1,Oregon,1,10_19,2012,Strep pharyngitis,81
1,Oregon,1,10_19,2013,Strep pharyngitis,58
1,Oregon,1,10_19,2014,Strep pharyngitis,39
1,Oregon,1,10_19,2015,Strep pharyngitis,67
1,Oregon,1,10_19,2016,Strep pharyngitis,45
1,Oregon,1,10_19,2017,Strep pharyngitis,34
1,Oregon,1,10_19,2018,Strep pharyngitis,39
1,Oregon,1,20_29,2010,Strep pharyngitis,12
1,Oregon,1,20_29,2011,Strep pharyngitis,19
1,Oregon,1,20_29,2012,Strep pharyngitis,10
1,Oregon,1,20_29,2013,Strep pharyngitis,18
1,Oregon,1,20_29,2014,Strep pharyngitis,13
1,Oregon,1,20_29,2015,Strep pharyngitis,20
1,Oregon,1,20_29,2016,Strep pharyngitis,11
1,Oregon,1,20_29,2017,Strep pharyngitis,9
1,Oregon,1,20_29,2018,Strep pharyngitis,15
1,Oregon,1,30_39,2010,Strep pharyngitis,22
1,Oregon,1,30_39,2011,Strep pharyngitis,24
1,Oregon,1,30_39,2012,Strep pharyngitis,33
1,Oregon,1,30_39,2013,Strep pharyngitis,18
1,Oregon,1,30_39,2014,Strep pharyngitis,23
1,Oregon,1,30_39,2015,Strep pharyngitis,34
1,Oregon,1,30_39,2016,Strep pharyngitis,12
1,Oregon,1,30_39,2017,Strep pharyngitis,8
1,Oregon,1,30_39,2018,Strep pharyngitis,15
1,Oregon,1,40_49,2010,Strep pharyngitis,8
1,Oregon,1,40_49,2011,Strep pharyngitis,14
1,Oregon,1,40_49,2012,Strep pharyngitis,19
1,Oregon,1,40_49,2013,Strep pharyngitis,10
1,Oregon,1,40_49,2014,Strep pharyngitis,14
1,Oregon,1,40_49,2015,Strep pharyngitis,11
1,Oregon,1,40_49,2016,Strep pharyngitis,11
1,Oregon,1,40_49,2017,Strep pharyngitis,6
1,Oregon,1,40_49,2018,Strep pharyngitis,12
1,Oregon,1,50_59,2010,Strep pharyngitis,8
1,Oregon,1,50_59,2011,Strep pharyngitis,8
1,Oregon,1,50_59,2012,Strep pharyngitis,2
1,Oregon,1,50_59,2013,Strep pharyngitis,5
1,Oregon,1,50_59,2014,Strep pharyngitis,5
1,Oregon,1,50_59,2015,Strep pharyngitis,5
1,Oregon,1,50_59,2016,Strep pharyngitis,4
1,Oregon,1,50_59,2017,Strep pharyngitis,1
1,Oregon,1,50_59,2018,Strep pharyngitis,2
1,Oregon,1,60_69,2010,NA,0
1,Oregon,1,60_69,2011,Strep pharyngitis,4
1,Oregon,1,60_69,2012,Strep pharyngitis,2
1,Oregon,1,60_69,2013,NA,0
1,Oregon,1,60_69,2014,NA,0
1,Oregon,1,60_69,2015,Strep pharyngitis,1
1,Oregon,1,60_69,2016,Strep pharyngitis,2
1,Oregon,1,60_69,2017,Strep pharyngitis,2
1,Oregon,1,60_69,2018,Strep pharyngitis,1
1,Oregon,2,00_04,2010,Strep pharyngitis,21
1,Oregon,2,00_04,2011,Strep pharyngitis,42
1,Oregon,2,00_04,2012,Strep pharyngitis,35
1,Oregon,2,00_04,2013,Strep pharyngitis,13
1,Oregon,2,00_04,2014,Strep pharyngitis,16
1,Oregon,2,00_04,2015,Strep pharyngitis,13
1,Oregon,2,00_04,2016,Strep pharyngitis,20
1,Oregon,2,00_04,2017,Strep pharyngitis,8
1,Oregon,2,00_04,2018,Strep pharyngitis,10
1,Oregon,2,05_09,2010,Strep pharyngitis,71
1,Oregon,2,05_09,2011,Strep pharyngitis,112
1,Oregon,2,05_09,2012,Strep pharyngitis,81
1,Oregon,2,05_09,2013,Strep pharyngitis,70
1,Oregon,2,05_09,2014,Strep pharyngitis,57
1,Oregon,2,05_09,2015,Strep pharyngitis,65
1,Oregon,2,05_09,2016,Strep pharyngitis,53
1,Oregon,2,05_09,2017,Strep pharyngitis,39
1,Oregon,2,05_09,2018,Strep pharyngitis,55
1,Oregon,2,10_19,2010,Strep pharyngitis,79
1,Oregon,2,10_19,2011,Strep pharyngitis,119
1,Oregon,2,10_19,2012,Strep pharyngitis,99
1,Oregon,2,10_19,2013,Strep pharyngitis,59
1,Oregon,2,10_19,2014,Strep pharyngitis,60
1,Oregon,2,10_19,2015,Strep pharyngitis,65
1,Oregon,2,10_19,2016,Strep pharyngitis,49
1,Oregon,2,10_19,2017,Strep pharyngitis,38
1,Oregon,2,10_19,2018,Strep pharyngitis,47
1,Oregon,2,20_29,2010,Strep pharyngitis,32
1,Oregon,2,20_29,2011,Strep pharyngitis,50
1,Oregon,2,20_29,2012,Strep pharyngitis,51
1,Oregon,2,20_29,2013,Strep pharyngitis,38
1,Oregon,2,20_29,2014,Strep pharyngitis,40
1,Oregon,2,20_29,2015,Strep pharyngitis,40
1,Oregon,2,20_29,2016,Strep pharyngitis,33
1,Oregon,2,20_29,2017,Strep pharyngitis,21
1,Oregon,2,20_29,2018,Strep pharyngitis,23
1,Oregon,2,30_39,2010,Strep pharyngitis,42
1,Oregon,2,30_39,2011,Strep pharyngitis,59
1,Oregon,2,30_39,2012,Strep pharyngitis,60
1,Oregon,2,30_39,2013,Strep pharyngitis,37
1,Oregon,2,30_39,2014,Strep pharyngitis,43
1,Oregon,2,30_39,2015,Strep pharyngitis,42
1,Oregon,2,30_39,2016,Strep pharyngitis,38
1,Oregon,2,30_39,2017,Strep pharyngitis,23
1,Oregon,2,30_39,2018,Strep pharyngitis,44
1,Oregon,2,40_49,2010,Strep pharyngitis,20
1,Oregon,2,40_49,2011,Strep pharyngitis,41
1,Oregon,2,40_49,2012,Strep pharyngitis,39
1,Oregon,2,40_49,2013,Strep pharyngitis,17
1,Oregon,2,40_49,2014,Strep pharyngitis,23
1,Oregon,2,40_49,2015,Strep pharyngitis,39
1,Oregon,2,40_49,2016,Strep pharyngitis,24
1,Oregon,2,40_49,2017,Strep pharyngitis,30
1,Oregon,2,40_49,2018,Strep pharyngitis,36
1,Oregon,2,50_59,2010,Strep pharyngitis,13
1,Oregon,2,50_59,2011,Strep pharyngitis,25
1,Oregon,2,50_59,2012,Strep pharyngitis,7
1,Oregon,2,50_59,2013,Strep pharyngitis,12
1,Oregon,2,50_59,2014,Strep pharyngitis,16
1,Oregon,2,50_59,2015,Strep pharyngitis,14
1,Oregon,2,50_59,2016,Strep pharyngitis,6
1,Oregon,2,50_59,2017,Strep pharyngitis,6
1,Oregon,2,50_59,2018,Strep pharyngitis,12
1,Oregon,2,60_69,2010,Strep pharyngitis,2
1,Oregon,2,60_69,2011,Strep pharyngitis,6
1,Oregon,2,60_69,2012,Strep pharyngitis,8
1,Oregon,2,60_69,2013,Strep pharyngitis,3
1,Oregon,2,60_69,2014,Strep pharyngitis,2
1,Oregon,2,60_69,2015,Strep pharyngitis,4
1,Oregon,2,60_69,2016,Strep pharyngitis,5
1,Oregon,2,60_69,2017,Strep pharyngitis,5
1,Oregon,2,60_69,2018,Strep pharyngitis,1
1,Pennsylvania,1,00_04,2010,Strep pharyngitis,133
1,Pennsylvania,1,00_04,2011,Strep pharyngitis,524
1,Pennsylvania,1,00_04,2012,Strep pharyngitis,396
1,Pennsylvania,1,00_04,2013,Strep pharyngitis,131
1,Pennsylvania,1,00_04,2014,Strep pharyngitis,360
1,Pennsylvania,1,00_04,2015,Strep pharyngitis,104
1,Pennsylvania,1,00_04,2016,Strep pharyngitis,99
1,Pennsylvania,1,00_04,2017,Strep pharyngitis,136
1,Pennsylvania,1,00_04,2018,Strep pharyngitis,112
1,Pennsylvania,1,05_09,2010,Strep pharyngitis,310
1,Pennsylvania,1,05_09,2011,Strep pharyngitis,1618
1,Pennsylvania,1,05_09,2012,Strep pharyngitis,1141
1,Pennsylvania,1,05_09,2013,Strep pharyngitis,368
1,Pennsylvania,1,05_09,2014,Strep pharyngitis,945
1,Pennsylvania,1,05_09,2015,Strep pharyngitis,302
1,Pennsylvania,1,05_09,2016,Strep pharyngitis,261
1,Pennsylvania,1,05_09,2017,Strep pharyngitis,307
1,Pennsylvania,1,05_09,2018,Strep pharyngitis,328
1,Pennsylvania,1,10_19,2010,Strep pharyngitis,191
1,Pennsylvania,1,10_19,2011,Strep pharyngitis,958
1,Pennsylvania,1,10_19,2012,Strep pharyngitis,807
1,Pennsylvania,1,10_19,2013,Strep pharyngitis,263
1,Pennsylvania,1,10_19,2014,Strep pharyngitis,486
1,Pennsylvania,1,10_19,2015,Strep pharyngitis,199
1,Pennsylvania,1,10_19,2016,Strep pharyngitis,159
1,Pennsylvania,1,10_19,2017,Strep pharyngitis,256
1,Pennsylvania,1,10_19,2018,Strep pharyngitis,242
1,Pennsylvania,1,20_29,2010,Strep pharyngitis,19
1,Pennsylvania,1,20_29,2011,Strep pharyngitis,130
1,Pennsylvania,1,20_29,2012,Strep pharyngitis,104
1,Pennsylvania,1,20_29,2013,Strep pharyngitis,43
1,Pennsylvania,1,20_29,2014,Strep pharyngitis,105
1,Pennsylvania,1,20_29,2015,Strep pharyngitis,41
1,Pennsylvania,1,20_29,2016,Strep pharyngitis,38
1,Pennsylvania,1,20_29,2017,Strep pharyngitis,43
1,Pennsylvania,1,20_29,2018,Strep pharyngitis,50
1,Pennsylvania,1,30_39,2010,Strep pharyngitis,37
1,Pennsylvania,1,30_39,2011,Strep pharyngitis,159
1,Pennsylvania,1,30_39,2012,Strep pharyngitis,123
1,Pennsylvania,1,30_39,2013,Strep pharyngitis,43
1,Pennsylvania,1,30_39,2014,Strep pharyngitis,145
1,Pennsylvania,1,30_39,2015,Strep pharyngitis,59
1,Pennsylvania,1,30_39,2016,Strep pharyngitis,38
1,Pennsylvania,1,30_39,2017,Strep pharyngitis,45
1,Pennsylvania,1,30_39,2018,Strep pharyngitis,90
1,Pennsylvania,1,40_49,2010,Strep pharyngitis,22
1,Pennsylvania,1,40_49,2011,Strep pharyngitis,112
1,Pennsylvania,1,40_49,2012,Strep pharyngitis,101
1,Pennsylvania,1,40_49,2013,Strep pharyngitis,20
1,Pennsylvania,1,40_49,2014,Strep pharyngitis,76
1,Pennsylvania,1,40_49,2015,Strep pharyngitis,34
1,Pennsylvania,1,40_49,2016,Strep pharyngitis,21
1,Pennsylvania,1,40_49,2017,Strep pharyngitis,39
1,Pennsylvania,1,40_49,2018,Strep pharyngitis,59
1,Pennsylvania,1,50_59,2010,Strep pharyngitis,5
1,Pennsylvania,1,50_59,2011,Strep pharyngitis,41
1,Pennsylvania,1,50_59,2012,Strep pharyngitis,37
1,Pennsylvania,1,50_59,2013,Strep pharyngitis,11
1,Pennsylvania,1,50_59,2014,Strep pharyngitis,23
1,Pennsylvania,1,50_59,2015,Strep pharyngitis,10
1,Pennsylvania,1,50_59,2016,Strep pharyngitis,9
1,Pennsylvania,1,50_59,2017,Strep pharyngitis,17
1,Pennsylvania,1,50_59,2018,Strep pharyngitis,18
1,Pennsylvania,1,60_69,2010,NA,0
1,Pennsylvania,1,60_69,2011,Strep pharyngitis,13
1,Pennsylvania,1,60_69,2012,Strep pharyngitis,10
1,Pennsylvania,1,60_69,2013,Strep pharyngitis,2
1,Pennsylvania,1,60_69,2014,Strep pharyngitis,9
1,Pennsylvania,1,60_69,2015,Strep pharyngitis,3
1,Pennsylvania,1,60_69,2016,Strep pharyngitis,1
1,Pennsylvania,1,60_69,2017,Strep pharyngitis,2
1,Pennsylvania,1,60_69,2018,Strep pharyngitis,2
1,Pennsylvania,2,00_04,2010,Strep pharyngitis,108
1,Pennsylvania,2,00_04,2011,Strep pharyngitis,457
1,Pennsylvania,2,00_04,2012,Strep pharyngitis,317
1,Pennsylvania,2,00_04,2013,Strep pharyngitis,123
1,Pennsylvania,2,00_04,2014,Strep pharyngitis,307
1,Pennsylvania,2,00_04,2015,Strep pharyngitis,99
1,Pennsylvania,2,00_04,2016,Strep pharyngitis,70
1,Pennsylvania,2,00_04,2017,Strep pharyngitis,94
1,Pennsylvania,2,00_04,2018,Strep pharyngitis,109
1,Pennsylvania,2,05_09,2010,Strep pharyngitis,372
1,Pennsylvania,2,05_09,2011,Strep pharyngitis,1642
1,Pennsylvania,2,05_09,2012,Strep pharyngitis,1210
1,Pennsylvania,2,05_09,2013,Strep pharyngitis,384
1,Pennsylvania,2,05_09,2014,Strep pharyngitis,935
1,Pennsylvania,2,05_09,2015,Strep pharyngitis,292
1,Pennsylvania,2,05_09,2016,Strep pharyngitis,218
1,Pennsylvania,2,05_09,2017,Strep pharyngitis,295
1,Pennsylvania,2,05_09,2018,Strep pharyngitis,334
1,Pennsylvania,2,10_19,2010,Strep pharyngitis,203
1,Pennsylvania,2,10_19,2011,Strep pharyngitis,1003
1,Pennsylvania,2,10_19,2012,Strep pharyngitis,816
1,Pennsylvania,2,10_19,2013,Strep pharyngitis,320
1,Pennsylvania,2,10_19,2014,Strep pharyngitis,568
1,Pennsylvania,2,10_19,2015,Strep pharyngitis,240
1,Pennsylvania,2,10_19,2016,Strep pharyngitis,149
1,Pennsylvania,2,10_19,2017,Strep pharyngitis,261
1,Pennsylvania,2,10_19,2018,Strep pharyngitis,234
1,Pennsylvania,2,20_29,2010,Strep pharyngitis,40
1,Pennsylvania,2,20_29,2011,Strep pharyngitis,257
1,Pennsylvania,2,20_29,2012,Strep pharyngitis,230
1,Pennsylvania,2,20_29,2013,Strep pharyngitis,106
1,Pennsylvania,2,20_29,2014,Strep pharyngitis,243
